mean_diff,MSE,CI_coverage,Distrib_compare
-1.7749783876183887,0.025703787298578355,100,Mean_1_Cov_high_correlated
-0.033745671372338415,0.3547904850865174,100,Mean_1_Cov_high_correlated
0.19409839696769884,0.33569366950585905,100,Mean_1_Cov_high_correlated
-2.545668110554857,0.15843110066093913,100,Mean_1_Cov_high_correlated
-1.1052793389365192,0.09106154971296539,100,Mean_1_Cov_high_correlated
-0.6583448974902679,0.4157128088162248,100,Mean_1_Cov_high_correlated
-0.1549853274232085,0.184395355185102,100,Mean_1_Cov_high_correlated
0.02728509404680583,0.08002929762346118,100,Mean_1_Cov_high_correlated
-0.2416868022618939,0.06255238488006686,100,Mean_1_Cov_high_correlated
-2.2257012106974563,0.06339612703504649,100,Mean_1_Cov_high_correlated
-1.2697376286250905,0.18462156106007502,100,Mean_1_Cov_high_correlated
-2.317718968774068,0.16358989736743723,100,Mean_1_Cov_high_correlated
0.711845007665695,0.1171276060647037,100,Mean_1_Cov_high_correlated
-2.218596038065271,0.5096165942131531,0,Mean_1_Cov_high_correlated
0.011439067196878427,0.31031068694306146,0,Mean_1_Cov_high_correlated
-1.3706126538627876,0.38046222747241715,0,Mean_1_Cov_high_correlated
1.9828972287266982,0.47126512221649486,100,Mean_1_Cov_high_correlated
-0.9045018911502427,0.026784983730667032,100,Mean_1_Cov_high_correlated
0.6243629657822286,0.13930414760249407,100,Mean_1_Cov_high_correlated
-1.3181901780364773,0.2165441259297558,100,Mean_1_Cov_high_correlated
0.2000264568628081,0.17483617483171054,100,Mean_1_Cov_high_correlated
-0.592977176327743,0.30671229099546254,100,Mean_1_Cov_high_correlated
-1.1837129482030646,0.09667646842474903,100,Mean_1_Cov_high_correlated
-1.2371617798461683,0.3509200427925287,100,Mean_1_Cov_high_correlated
-1.0829761009557692,0.1896533399791777,100,Mean_1_Cov_high_correlated
-1.897554953574774,0.0615318993584017,100,Mean_1_Cov_high_correlated
-1.5069170183168639,0.5181355359936836,0,Mean_1_Cov_high_correlated
-1.0179903918988689,0.030636911091457414,100,Mean_1_Cov_high_correlated
-1.808694911605547,0.04259511026703819,100,Mean_1_Cov_high_correlated
-1.7378405266877432,0.07460250835643004,100,Mean_1_Cov_high_correlated
-1.9352989974820412,0.2640286893531822,100,Mean_1_Cov_high_correlated
0.7559003826414128,0.013182097671414844,100,Mean_1_Cov_high_correlated
-0.7491811847514677,0.4017563784157518,100,Mean_1_Cov_high_correlated
-1.8362358489381665,0.6691270800415889,100,Mean_1_Cov_high_correlated
-1.8344161170797852,0.4802792260879257,100,Mean_1_Cov_high_correlated
-1.9577005559345617,0.13580022770379294,100,Mean_1_Cov_high_correlated
-0.8791241291109895,0.003568733059967206,100,Mean_1_Cov_high_correlated
-1.4633489559808515,0.16348799732809635,100,Mean_1_Cov_high_correlated
-1.5130528995766364,0.05167998903541322,100,Mean_1_Cov_high_correlated
-0.56406043512593,0.7474177437963847,0,Mean_1_Cov_high_correlated
-1.984844638300821,0.08218992038962174,100,Mean_1_Cov_high_correlated
-1.7741113017125816,0.10323722166515033,100,Mean_1_Cov_high_correlated
-2.1480885403681707,0.017332297394990134,100,Mean_1_Cov_high_correlated
0.2975977070243848,0.5639681214728285,100,Mean_1_Cov_high_correlated
-0.5540563100596828,0.057930752498645724,100,Mean_1_Cov_high_correlated
-1.6591018733478826,0.35956558810787775,100,Mean_1_Cov_high_correlated
-1.868460054167528,0.09266670350568375,100,Mean_1_Cov_high_correlated
-0.3042911003930756,0.2342098754256649,100,Mean_1_Cov_high_correlated
-0.6704645856005336,0.10291941905517216,100,Mean_1_Cov_high_correlated
-1.8498159596873676,0.11307403823395482,100,Mean_1_Cov_high_correlated
-1.963884444062215,0.39004190238867864,100,Mean_1_Cov_high_correlated
0.2415183548846686,0.14068350042008954,100,Mean_1_Cov_high_correlated
-2.2806871908738318,0.11635858640151908,100,Mean_1_Cov_high_correlated
0.09957750023923694,0.04446360526395703,100,Mean_1_Cov_high_correlated
-0.37158490636056285,0.18847342833412706,100,Mean_1_Cov_high_correlated
-0.16082549725813278,0.20079057443597415,100,Mean_1_Cov_high_correlated
-0.47599816977692483,0.03256215713079149,100,Mean_1_Cov_high_correlated
-0.07224477274692086,0.33996508415803406,100,Mean_1_Cov_high_correlated
-1.912799057151598,0.07472032964910104,100,Mean_1_Cov_high_correlated
-1.547978988310137,0.15168060411934103,100,Mean_1_Cov_high_correlated
-1.8062315145363872,0.9782682114392964,100,Mean_1_Cov_high_correlated
1.1683430637979337,0.2811948500208642,100,Mean_1_Cov_high_correlated
-1.0743859189148763,0.14977980429409324,100,Mean_1_Cov_high_correlated
0.7332043569324435,0.04010697556745256,100,Mean_1_Cov_high_correlated
0.17122200130647222,0.1605260902901652,100,Mean_1_Cov_high_correlated
-1.2686711919068365,0.04837599209570037,100,Mean_1_Cov_high_correlated
-1.1741983428319636,0.164656004530743,100,Mean_1_Cov_high_correlated
-2.856480209138296,0.0654224899113532,100,Mean_1_Cov_high_correlated
-2.3552468195730465,0.10929971877815274,100,Mean_1_Cov_high_correlated
-0.5505630422440554,0.02861629445957888,100,Mean_1_Cov_high_correlated
-0.37470859869688716,0.17045935839736492,100,Mean_1_Cov_high_correlated
-1.1959668917454573,0.12019522547511925,100,Mean_1_Cov_high_correlated
-1.4891876071502101,0.3575076024045504,0,Mean_1_Cov_high_correlated
-1.9118007798189791,0.2532739478770577,100,Mean_1_Cov_high_correlated
-1.9611925144669322,0.13885363892932737,100,Mean_1_Cov_high_correlated
0.9840798164177077,0.022305946036490047,100,Mean_1_Cov_high_correlated
-0.8202203520199718,0.1068655081458094,100,Mean_1_Cov_high_correlated
-0.6924887080287506,0.3110080460929252,100,Mean_1_Cov_high_correlated
-3.5418013492888676,0.18489776363800406,100,Mean_1_Cov_high_correlated
-1.626133857106234,0.44814012045040325,100,Mean_1_Cov_high_correlated
-1.488028528118543,0.09149830063077596,100,Mean_1_Cov_high_correlated
0.15581512271744238,0.05621943075404952,100,Mean_1_Cov_high_correlated
-2.9726136233985208,1.069064087618633,100,Mean_1_Cov_high_correlated
-1.566292092009251,0.11677970694033121,100,Mean_1_Cov_high_correlated
-0.5050783654106398,0.10409117652746996,100,Mean_1_Cov_high_correlated
-1.815377004195593,0.09745692977385156,100,Mean_1_Cov_high_correlated
-1.0925490443750812,0.24750537590177119,100,Mean_1_Cov_high_correlated
-1.0974747942702958,0.03225822978741998,100,Mean_1_Cov_high_correlated
0.6737339367350975,0.05883913647036974,100,Mean_1_Cov_high_correlated
-1.3979654355191162,0.008406628527192877,100,Mean_1_Cov_high_correlated
-0.6327599425868595,0.10231094351392538,100,Mean_1_Cov_high_correlated
0.22317519686424725,0.09796365264996056,100,Mean_1_Cov_high_correlated
-1.31018735547929,0.08913675682413377,100,Mean_1_Cov_high_correlated
